description,message_id
"This shows an internal error message",124677
"This shows an internal error message",124678
"This shows an internal error message",124679
"This shows an internal error message",124680
"This shows an internal error message",124681
"This shows an internal error message",124682
"This shows an internal error message",124683
"This shows an internal error message",124686
"This shows an internal error message.",124697
"This shows an internal error message.",124704
"This shows an internal error message",124812
"The controller was unable to add the role ACL to the AP group.",124815
"The controller was unable to delete the role ACL to the AP group.",124816
"This shows an internal debug message",124819
"This shows an internal debug message",124821
"Could not find the device in the pre-defined device database",124822
"Encountered snmp tree node with zero mac while v6 snmpwalk and no ipv6 address",124826
"Internal error occurred while converting the encrypted string of management user",125000
"Internal error when executing the command ssh disable-dsa to disable DSA.Cause: This issue could arise because there is no space on the file system Recommended Action: Delete un-needed files and try the command again",125005
"Internal error when executing the command ssh disable-dsa to disable DSA.Cause: This issue could arise because there is no space on the file system Recommended Action: Delete un-needed files and try the command again",125006
"Internal error when executing the command ssh disable-dsa to disable DSA.Cause: This issue could arise because there is no space on the file system Recommended Action: Delete un-needed files and try the CLI command again",125007
"Internal error when executing the command no ssh disable-dsa to re- enable DSA.Cause: This issue could arise because there is no space on the file systemø€ù Recommended Action: Delete un-needed files and try the command again",125008
"Internal error when executing the command ssh disable-dsa or the no ssh disable-dsa command",125009
"Internal error that can occur while saving configuration indicating the internal data corruption related to mgmt-users.Recommended Action: Re-Create all the management users or execute the command process restart aaa",125010
"Internal error that can occur while creating mgmt-user",125013
"Debug message to indicate that Server authentication failed",125020
"Internal error occurred while initializing backend database connection",125040
"Internal error occurred while creating mgmt-user for cert based authentication and saving the user information in the backend databaseRecommended Action: Delete mgmt-user",125041
"Internal error occurred while performing file IO",125043
"Internal error",125044
"Internal error",125045
"Internal error occurred while creating mgmt-user for cert based authentication and unable to refresh the ca cert bundle used by controller WebUI.Recommended Action: Delete the mgmt-user",125046
"nternal Error occurred while refreshing ssh public key authorized keys file",125047
"Internal error occurred while creating/deleting mgmt-users for certificated based authentication",125051
"Internal error occurred while creating/deleting mgmt-users for certificated based authentication",125052
"Internal error occurred when creating cert based mgmt-users for SSH CLI access.Recommended Action: Revert the command that was executed and redo the CLI command for certificate based mgmt-user authentication.",125053
"Internal error occurred when creating cert based mgmt-users for SSH CLI accessRecommended Action: Revert the command that was executed and redo the CLI command for certificate based mgmt-user authentication.",125054
"Internal error occurred in aaa module",125055
"Internal error occurred in aaa module",125062
"This event indicates that an unauthorized access point is connected to the wired network. The access point is declared Rogue because it was matched to a MAC address.Recommended Action: This alert indicates an event that may affect your wireless infrastructure.",126000
"This event indicates that a previously detected access point",126001
"This event indicates that an unauthorized access point is connected to the wired network",126002
"This event indicates that a previously detected access point",126003
"This event indicates that an unauthorized access point is connected to the wired network. The access point is declared Rogue because it was matched to a MAC address.Recommended Action: This alert indicates an event that may affect your wireless infrastructure.",127000
"This event indicates that a previously detected access point",127001
"To be filled out",129002
"xSec vlan is not configured for the specified portRecommended Action: Configure VLAN that supports XSEC on specified port",132003
"Authentication process has detected an unknown APRecommended Action: Execute the show ap database command to determine if system is aware of the Access Point. Power-cycle the unknown AP.",132004
"Specified AP is not enabledRecommended Action: Configure AP with a valid virtual-AP or wired profile",132005
"Station failed to complete the security association with authentication processRecommended Action: Confirm that the SSID that the supplicant is associating to is configured to support 802.1X authentication and is configured correctly",132006
"Failed to clear the station from the APø€™s station tableRecommended Action: Station does not exist in authentication process tables. Confirm by running the show station command",132008
"Stationø€™s internal context is not completely initializedRecommended Action: Internal error",132009
"APø€™s configuration is not complete. Check if the WEP transmit key is set Recommended Action: Check of the WEP transmit key is set in the ssid-profile",132013
"Failed to deauthenticate the specified station Recommended Action: Internal error. Clear the station and reconnect.",132015
"Internal server is not available for caching the machine authentication for the specified User.Recommended Action: Run the aaa test-server pap internal command to verify connectivity to the local database server. If unavailability of local database server persists and controller is a local-controller",132016
"Failed to update the Machine authentication Status for the specified User because udbserver process is not responding.Recommended Action: Run the aaa test-server pap internal command to verify connectivity to the local database server. If unavailability of local database server persists and controller is a local-controller",132017
"Station was deleted before receiving response from the Internal Server due to high latency between local-controllerø€™s AUTH process and master-controllerø€™s UDBSERVER process.Recommended Action: Diagnose external IP-latency issues between master- controller and local-controller and have the client re-attempt their authentication- request.",132018
"802.1x authentication is disabled for the specified profile.Recommended Action: Configure the specified aaa-profile to enable 802.1x authentication.",132023
